action_record_id,personal_number,action_record_date,action_record_Time,aestination,transportation,departure,arrival,companion,companion_relationship,companion_count,companion_name,mask_usage,delflag,lastupdate
4899,42362,2025-07-07,12:48:00,駅,電車,茅野市,富士見町,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
4900,42362,2025-07-08,14:51:00,駅,電車,岡谷市,岡谷市,TRUE,家族,1,山田 くみ子,常に着用,FALSE,2025-07-10 07:38:42
4901,42362,2025-07-09,11:57:00,大学,自動車,諏訪市,諏訪市,TRUE,,3,中村 香織,未着用,FALSE,2025-07-10 07:38:42
4902,42362,2025-07-10,08:17:00,図書館,徒歩,諏訪市,岡谷市,FALSE,,1,,未着用,FALSE,2025-07-10 07:38:42
4903,T123357,2025-07-01,10:06:00,病院,徒歩,諏訪市,富士見町,FALSE,友人,0,林 里佳,未着用,FALSE,2025-07-10 07:38:42
4904,T123357,2025-07-03,15:21:00,コンビニ,電車,諏訪市,下諏訪町,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
4905,T123357,2025-07-04,13:17:00,大学,電車,下諏訪町,下諏訪町,TRUE,同僚,0,,未着用,FALSE,2025-07-10 07:38:42
4906,T123357,2025-07-05,15:51:00,飲食店,電車,諏訪市,下諏訪町,TRUE,家族,1,,常に着用,FALSE,2025-07-10 07:38:42
4907,T123357,2025-07-06,08:05:00,飲食店,自転車,茅野市,岡谷市,TRUE,,3,,常に着用,FALSE,2025-07-10 07:38:42
4908,T123357,2025-07-07,17:31:00,図書館,自動車,富士見町,諏訪市,TRUE,家族,1,,未着用,FALSE,2025-07-10 07:38:42
4909,T123357,2025-07-08,16:53:00,大学,電車,下諏訪町,富士見町,FALSE,,1,,常に着用,FALSE,2025-07-10 07:38:42
4910,T123357,2025-07-09,12:21:00,病院,自動車,下諏訪町,下諏訪町,FALSE,,3,,時々着用,FALSE,2025-07-10 07:38:42
4911,T123357,2025-07-10,10:39:00,自宅,電車,岡谷市,下諏訪町,TRUE,,1,,常に着用,FALSE,2025-07-10 07:38:42
4912,T123354,2025-07-01,08:07:00,駅,バス,諏訪市,下諏訪町,FALSE,,3,林 聡太郎,常に着用,FALSE,2025-07-10 07:38:42
4913,T123354,2025-07-02,08:47:00,大学,自転車,富士見町,諏訪市,FALSE,友人,1,,常に着用,FALSE,2025-07-10 07:38:42
4914,T123354,2025-07-03,16:34:00,大学,自動車,下諏訪町,岡谷市,TRUE,家族,2,,時々着用,FALSE,2025-07-10 07:38:42
4915,T123354,2025-07-04,08:38:00,コンビニ,電車,茅野市,下諏訪町,TRUE,,0,井上 香織,常に着用,FALSE,2025-07-10 07:38:42
4916,T123354,2025-07-05,12:05:00,飲食店,電車,岡谷市,岡谷市,FALSE,,3,,時々着用,FALSE,2025-07-10 07:38:42
4917,T123354,2025-07-06,14:54:00,病院,徒歩,諏訪市,富士見町,FALSE,友人,0,,常に着用,FALSE,2025-07-10 07:38:42
4918,T123354,2025-07-07,14:29:00,大学,自動車,茅野市,岡谷市,TRUE,家族,2,,時々着用,FALSE,2025-07-10 07:38:42
4919,T123354,2025-07-08,13:18:00,自宅,自動車,下諏訪町,岡谷市,FALSE,家族,2,木村 あすか,時々着用,FALSE,2025-07-10 07:38:42
4920,T123354,2025-07-09,13:21:00,病院,自動車,下諏訪町,下諏訪町,FALSE,友人,2,鈴木 洋介,常に着用,FALSE,2025-07-10 07:38:42
4921,T123354,2025-07-10,13:35:00,図書館,自転車,富士見町,諏訪市,FALSE,友人,2,,未着用,FALSE,2025-07-10 07:38:42
4922,T125238,2025-07-01,12:36:00,図書館,徒歩,諏訪市,茅野市,TRUE,同僚,2,清水 香織,常に着用,FALSE,2025-07-10 07:38:42
4923,T125238,2025-07-02,16:50:00,図書館,電車,諏訪市,富士見町,FALSE,,1,,常に着用,FALSE,2025-07-10 07:38:42
4924,T125238,2025-07-04,08:40:00,コンビニ,バス,茅野市,岡谷市,FALSE,同僚,1,,時々着用,FALSE,2025-07-10 07:38:42
4925,T125238,2025-07-05,16:29:00,自宅,自動車,岡谷市,茅野市,FALSE,,2,,時々着用,FALSE,2025-07-10 07:38:42
4926,T125238,2025-07-06,17:44:00,駅,徒歩,岡谷市,岡谷市,TRUE,,1,林 健一,未着用,FALSE,2025-07-10 07:38:42
4927,T125238,2025-07-07,12:53:00,図書館,徒歩,富士見町,富士見町,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
4928,T125238,2025-07-08,13:05:00,駅,自転車,岡谷市,諏訪市,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
4929,T125238,2025-07-09,08:49:00,大学,電車,岡谷市,諏訪市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
4930,T125238,2025-07-10,08:06:00,コンビニ,電車,茅野市,富士見町,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
4931,T125173,2025-07-01,09:03:00,自宅,自動車,岡谷市,下諏訪町,TRUE,,3,前田 裕美子,時々着用,FALSE,2025-07-10 07:38:42
4932,T125173,2025-07-03,14:11:00,駅,電車,下諏訪町,諏訪市,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
4933,T125173,2025-07-04,11:26:00,病院,自動車,茅野市,下諏訪町,TRUE,同僚,0,松本 聡太郎,時々着用,FALSE,2025-07-10 07:38:42
4934,T125173,2025-07-05,17:44:00,自宅,徒歩,岡谷市,下諏訪町,TRUE,同僚,0,,常に着用,FALSE,2025-07-10 07:38:42
4935,T125173,2025-07-06,15:13:00,病院,バス,茅野市,岡谷市,TRUE,友人,2,,常に着用,FALSE,2025-07-10 07:38:42
4936,T125173,2025-07-08,12:27:00,駅,電車,岡谷市,茅野市,FALSE,,3,,常に着用,FALSE,2025-07-10 07:38:42
4937,T125173,2025-07-09,10:39:00,コンビニ,徒歩,諏訪市,富士見町,TRUE,友人,2,,未着用,FALSE,2025-07-10 07:38:42
4938,51626,2025-07-02,08:34:00,病院,バス,富士見町,富士見町,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
4939,51626,2025-07-03,15:06:00,飲食店,バス,下諏訪町,富士見町,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
4940,51626,2025-07-04,11:38:00,図書館,自動車,諏訪市,茅野市,FALSE,家族,0,中村 涼平,時々着用,FALSE,2025-07-10 07:38:42
4941,51626,2025-07-05,13:12:00,図書館,自動車,茅野市,岡谷市,FALSE,,1,,時々着用,FALSE,2025-07-10 07:38:42
4942,51626,2025-07-06,13:24:00,飲食店,自転車,下諏訪町,茅野市,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
4943,51626,2025-07-08,17:44:00,病院,自転車,諏訪市,諏訪市,TRUE,同僚,1,阿部 結衣,未着用,FALSE,2025-07-10 07:38:42
4944,51626,2025-07-09,14:28:00,コンビニ,自動車,下諏訪町,諏訪市,TRUE,家族,2,,常に着用,FALSE,2025-07-10 07:38:42
4945,51626,2025-07-10,17:16:00,大学,バス,下諏訪町,諏訪市,FALSE,,2,岡田 涼平,時々着用,FALSE,2025-07-10 07:38:42
4946,T124580,2025-07-01,08:03:00,飲食店,電車,諏訪市,諏訪市,TRUE,,0,斉藤 篤司,時々着用,FALSE,2025-07-10 07:38:42
4947,T124580,2025-07-03,11:27:00,駅,自動車,下諏訪町,岡谷市,FALSE,,1,,未着用,FALSE,2025-07-10 07:38:42
4948,T124580,2025-07-04,15:33:00,病院,自動車,諏訪市,諏訪市,FALSE,,2,,時々着用,FALSE,2025-07-10 07:38:42
4949,T124580,2025-07-05,11:33:00,病院,自転車,岡谷市,茅野市,FALSE,,0,松本 直子,常に着用,FALSE,2025-07-10 07:38:42
4950,T124580,2025-07-07,11:01:00,大学,徒歩,茅野市,下諏訪町,FALSE,友人,2,,常に着用,FALSE,2025-07-10 07:38:42
4951,T124580,2025-07-08,17:56:00,駅,バス,富士見町,下諏訪町,FALSE,友人,3,,時々着用,FALSE,2025-07-10 07:38:42
4952,T124580,2025-07-09,16:15:00,コンビニ,自転車,下諏訪町,岡谷市,TRUE,家族,3,,時々着用,FALSE,2025-07-10 07:38:42
4953,T124580,2025-07-10,17:36:00,飲食店,徒歩,茅野市,下諏訪町,FALSE,友人,0,,時々着用,FALSE,2025-07-10 07:38:42
4954,T123309,2025-07-01,16:35:00,コンビニ,自動車,富士見町,諏訪市,TRUE,同僚,0,,常に着用,FALSE,2025-07-10 07:38:42
4955,T123309,2025-07-02,13:15:00,大学,電車,岡谷市,岡谷市,TRUE,,0,佐藤 あすか,常に着用,FALSE,2025-07-10 07:38:42
4956,T123309,2025-07-03,16:53:00,病院,徒歩,茅野市,富士見町,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
4957,T123309,2025-07-04,09:00:00,駅,自動車,下諏訪町,茅野市,FALSE,家族,0,,常に着用,FALSE,2025-07-10 07:38:42
4958,T123309,2025-07-06,12:27:00,病院,電車,富士見町,下諏訪町,FALSE,,1,伊藤 香織,時々着用,FALSE,2025-07-10 07:38:42
4959,T123309,2025-07-07,10:49:00,コンビニ,徒歩,富士見町,諏訪市,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
4960,T123309,2025-07-08,17:34:00,自宅,バス,下諏訪町,諏訪市,TRUE,同僚,0,松田 智也,常に着用,FALSE,2025-07-10 07:38:42
4961,T123309,2025-07-09,13:36:00,コンビニ,自転車,茅野市,岡谷市,FALSE,,1,木村 修平,時々着用,FALSE,2025-07-10 07:38:42
4962,T123309,2025-07-10,09:45:00,大学,徒歩,茅野市,茅野市,FALSE,,3,吉田 くみ子,常に着用,FALSE,2025-07-10 07:38:42
4963,85306,2025-07-01,11:48:00,病院,電車,下諏訪町,岡谷市,FALSE,,0,山田 舞,時々着用,FALSE,2025-07-10 07:38:42
4964,85306,2025-07-02,11:57:00,飲食店,自転車,諏訪市,諏訪市,FALSE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
4965,85306,2025-07-03,09:32:00,飲食店,電車,富士見町,諏訪市,FALSE,家族,3,,時々着用,FALSE,2025-07-10 07:38:42
4966,85306,2025-07-04,17:31:00,病院,電車,茅野市,諏訪市,TRUE,友人,1,,時々着用,FALSE,2025-07-10 07:38:42
4967,85306,2025-07-06,10:57:00,飲食店,自転車,富士見町,岡谷市,FALSE,友人,0,,時々着用,FALSE,2025-07-10 07:38:42
4968,85306,2025-07-07,12:48:00,飲食店,電車,諏訪市,富士見町,TRUE,,0,佐藤 晃,時々着用,FALSE,2025-07-10 07:38:42
4969,85306,2025-07-08,16:50:00,コンビニ,徒歩,富士見町,岡谷市,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
4970,85306,2025-07-09,08:38:00,飲食店,自動車,下諏訪町,富士見町,FALSE,友人,1,,時々着用,FALSE,2025-07-10 07:38:42
4971,85306,2025-07-10,16:55:00,病院,自動車,諏訪市,岡谷市,FALSE,,2,山田 里佳,時々着用,FALSE,2025-07-10 07:38:42
4972,55315,2025-07-01,08:50:00,コンビニ,自動車,富士見町,下諏訪町,FALSE,家族,2,,常に着用,FALSE,2025-07-10 07:38:42
4973,55315,2025-07-02,17:30:00,飲食店,電車,茅野市,富士見町,FALSE,家族,0,遠藤 春香,時々着用,FALSE,2025-07-10 07:38:42
4974,55315,2025-07-04,09:25:00,コンビニ,電車,諏訪市,下諏訪町,FALSE,友人,3,,時々着用,FALSE,2025-07-10 07:38:42
4975,55315,2025-07-06,11:24:00,駅,自動車,諏訪市,富士見町,FALSE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
4976,55315,2025-07-07,15:49:00,コンビニ,徒歩,下諏訪町,富士見町,FALSE,同僚,1,,時々着用,FALSE,2025-07-10 07:38:42
4977,55315,2025-07-09,17:33:00,図書館,自動車,下諏訪町,富士見町,FALSE,同僚,0,,未着用,FALSE,2025-07-10 07:38:42
4978,T122187,2025-07-01,08:46:00,大学,バス,富士見町,岡谷市,FALSE,同僚,2,,常に着用,FALSE,2025-07-10 07:38:42
4979,T122187,2025-07-02,16:51:00,飲食店,バス,富士見町,富士見町,TRUE,友人,0,,時々着用,FALSE,2025-07-10 07:38:42
4980,T122187,2025-07-04,08:02:00,自宅,バス,茅野市,下諏訪町,TRUE,,3,,未着用,FALSE,2025-07-10 07:38:42
4981,T122187,2025-07-05,15:32:00,病院,自転車,諏訪市,諏訪市,FALSE,,1,,常に着用,FALSE,2025-07-10 07:38:42
4982,T122187,2025-07-06,15:54:00,駅,電車,富士見町,諏訪市,FALSE,,1,中島 修平,時々着用,FALSE,2025-07-10 07:38:42
4983,T122187,2025-07-07,16:03:00,飲食店,電車,岡谷市,諏訪市,TRUE,,0,佐藤 里佳,時々着用,FALSE,2025-07-10 07:38:42
4984,T122187,2025-07-08,15:32:00,大学,電車,富士見町,下諏訪町,FALSE,家族,3,,常に着用,FALSE,2025-07-10 07:38:42
4985,T125283,2025-07-01,11:37:00,病院,自動車,富士見町,諏訪市,TRUE,,1,,未着用,FALSE,2025-07-10 07:38:42
4986,T125283,2025-07-03,10:52:00,図書館,自動車,下諏訪町,富士見町,FALSE,,1,,常に着用,FALSE,2025-07-10 07:38:42
4987,T125283,2025-07-05,10:57:00,駅,電車,茅野市,諏訪市,TRUE,,0,高橋 健一,常に着用,FALSE,2025-07-10 07:38:42
4988,T125283,2025-07-06,11:39:00,病院,バス,岡谷市,諏訪市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
4989,T125283,2025-07-07,08:24:00,飲食店,自動車,富士見町,茅野市,TRUE,,0,石川 桃子,時々着用,FALSE,2025-07-10 07:38:42
4990,T125283,2025-07-08,15:47:00,大学,電車,富士見町,富士見町,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
4991,T125283,2025-07-09,17:22:00,図書館,バス,岡谷市,富士見町,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
4992,T125283,2025-07-10,13:06:00,病院,バス,岡谷市,富士見町,TRUE,同僚,0,,時々着用,FALSE,2025-07-10 07:38:42
4993,T123580,2025-07-01,13:42:00,大学,電車,下諏訪町,岡谷市,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
4994,T123580,2025-07-02,13:05:00,大学,バス,下諏訪町,諏訪市,TRUE,友人,2,,常に着用,FALSE,2025-07-10 07:38:42
4995,T123580,2025-07-03,12:36:00,コンビニ,徒歩,富士見町,諏訪市,TRUE,,1,,常に着用,FALSE,2025-07-10 07:38:42
4996,T123580,2025-07-04,14:49:00,自宅,自転車,下諏訪町,茅野市,TRUE,家族,3,渡辺 香織,常に着用,FALSE,2025-07-10 07:38:42
4997,T123580,2025-07-05,09:11:00,飲食店,電車,諏訪市,諏訪市,TRUE,同僚,2,,時々着用,FALSE,2025-07-10 07:38:42
4998,T123580,2025-07-06,13:52:00,飲食店,バス,富士見町,下諏訪町,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
4999,T123580,2025-07-07,12:43:00,飲食店,バス,茅野市,下諏訪町,TRUE,,1,,時々着用,FALSE,2025-07-10 07:38:42
5000,T123580,2025-07-08,11:35:00,病院,電車,岡谷市,岡谷市,FALSE,友人,0,,常に着用,FALSE,2025-07-10 07:38:42
5001,T123580,2025-07-09,10:31:00,飲食店,徒歩,岡谷市,茅野市,TRUE,友人,3,,常に着用,FALSE,2025-07-10 07:38:42
5002,T125019,2025-07-01,13:19:00,自宅,自転車,富士見町,諏訪市,FALSE,同僚,0,渡辺 裕太,時々着用,FALSE,2025-07-10 07:38:42
5003,T125019,2025-07-02,11:45:00,コンビニ,電車,茅野市,岡谷市,FALSE,家族,0,,常に着用,FALSE,2025-07-10 07:38:42
5004,T125019,2025-07-04,15:35:00,飲食店,徒歩,下諏訪町,岡谷市,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
5005,T125019,2025-07-05,10:46:00,駅,徒歩,岡谷市,茅野市,FALSE,,2,,常に着用,FALSE,2025-07-10 07:38:42
5006,T125019,2025-07-06,09:21:00,飲食店,自動車,諏訪市,諏訪市,TRUE,,1,,時々着用,FALSE,2025-07-10 07:38:42
5007,T125019,2025-07-07,17:52:00,自宅,バス,富士見町,岡谷市,FALSE,,2,福田 晃,未着用,FALSE,2025-07-10 07:38:42
5008,T125019,2025-07-08,14:26:00,病院,バス,岡谷市,富士見町,TRUE,友人,3,,未着用,FALSE,2025-07-10 07:38:42
5009,72915,2025-07-01,13:08:00,飲食店,自転車,茅野市,諏訪市,FALSE,,0,斎藤 加奈,常に着用,FALSE,2025-07-10 07:38:42
5010,72915,2025-07-03,12:53:00,コンビニ,自転車,諏訪市,岡谷市,FALSE,友人,3,佐々木 翔太,未着用,FALSE,2025-07-10 07:38:42
5011,72915,2025-07-04,08:54:00,駅,自動車,諏訪市,富士見町,TRUE,友人,0,,常に着用,FALSE,2025-07-10 07:38:42
5012,72915,2025-07-05,09:27:00,自宅,自転車,下諏訪町,下諏訪町,FALSE,,0,山崎 陽一,時々着用,FALSE,2025-07-10 07:38:42
5013,72915,2025-07-06,17:11:00,図書館,電車,諏訪市,諏訪市,TRUE,友人,0,,常に着用,FALSE,2025-07-10 07:38:42
5014,72915,2025-07-07,11:36:00,駅,電車,岡谷市,諏訪市,TRUE,,3,,時々着用,FALSE,2025-07-10 07:38:42
5015,72915,2025-07-08,10:32:00,コンビニ,徒歩,富士見町,岡谷市,FALSE,同僚,0,鈴木 翔太,未着用,FALSE,2025-07-10 07:38:42
5016,72915,2025-07-10,17:47:00,駅,自動車,富士見町,岡谷市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
5017,T125820,2025-07-01,13:30:00,飲食店,自転車,下諏訪町,諏訪市,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
5018,T125820,2025-07-02,08:45:00,コンビニ,自転車,茅野市,岡谷市,TRUE,,2,池田 直子,未着用,FALSE,2025-07-10 07:38:42
5019,T125820,2025-07-03,10:04:00,病院,自動車,茅野市,諏訪市,FALSE,家族,0,,常に着用,FALSE,2025-07-10 07:38:42
5020,T125820,2025-07-05,13:01:00,病院,自動車,下諏訪町,茅野市,FALSE,,1,佐々木 直樹,時々着用,FALSE,2025-07-10 07:38:42
5021,T125820,2025-07-06,12:23:00,駅,徒歩,茅野市,岡谷市,FALSE,,0,伊藤 陽子,常に着用,FALSE,2025-07-10 07:38:42
5022,T125820,2025-07-07,10:35:00,大学,自転車,諏訪市,茅野市,FALSE,,2,太田 太郎,未着用,FALSE,2025-07-10 07:38:42
5023,T125820,2025-07-08,11:26:00,コンビニ,バス,茅野市,諏訪市,FALSE,家族,0,鈴木 治,時々着用,FALSE,2025-07-10 07:38:42
5024,T125820,2025-07-09,12:58:00,病院,徒歩,茅野市,諏訪市,FALSE,,0,遠藤 幹,時々着用,FALSE,2025-07-10 07:38:42
5025,T125820,2025-07-10,11:24:00,病院,徒歩,諏訪市,下諏訪町,FALSE,,0,清水 桃子,常に着用,FALSE,2025-07-10 07:38:42
5026,T124594,2025-07-01,12:10:00,病院,自動車,岡谷市,諏訪市,FALSE,友人,0,,時々着用,FALSE,2025-07-10 07:38:42
5027,T124594,2025-07-02,17:08:00,図書館,電車,岡谷市,岡谷市,TRUE,,1,,未着用,FALSE,2025-07-10 07:38:42
5028,T124594,2025-07-03,16:53:00,病院,自動車,諏訪市,岡谷市,TRUE,同僚,3,,時々着用,FALSE,2025-07-10 07:38:42
5029,T124594,2025-07-05,17:01:00,駅,バス,茅野市,下諏訪町,FALSE,同僚,1,,未着用,FALSE,2025-07-10 07:38:42
5030,T124594,2025-07-06,11:02:00,コンビニ,自動車,下諏訪町,茅野市,TRUE,,2,吉田 洋介,未着用,FALSE,2025-07-10 07:38:42
5031,T124594,2025-07-07,09:25:00,駅,自転車,岡谷市,富士見町,TRUE,,0,中村 里佳,時々着用,FALSE,2025-07-10 07:38:42
5032,T124594,2025-07-09,10:32:00,飲食店,自動車,富士見町,諏訪市,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
5033,T124594,2025-07-10,08:55:00,図書館,自動車,下諏訪町,岡谷市,FALSE,友人,3,鈴木 裕太,常に着用,FALSE,2025-07-10 07:38:42
5034,T122633,2025-07-01,16:55:00,図書館,自動車,富士見町,茅野市,FALSE,,0,山田 零,時々着用,FALSE,2025-07-10 07:38:42
5035,T122633,2025-07-02,14:55:00,自宅,自動車,岡谷市,茅野市,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
5036,T122633,2025-07-03,14:41:00,コンビニ,自転車,下諏訪町,茅野市,TRUE,友人,0,,時々着用,FALSE,2025-07-10 07:38:42
5037,T122633,2025-07-05,16:02:00,駅,電車,岡谷市,岡谷市,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
5038,T122633,2025-07-06,17:15:00,病院,自動車,下諏訪町,岡谷市,TRUE,家族,0,太田 翼,未着用,FALSE,2025-07-10 07:38:42
5039,T122633,2025-07-07,15:02:00,駅,電車,岡谷市,富士見町,TRUE,友人,0,,未着用,FALSE,2025-07-10 07:38:42
5040,T122633,2025-07-08,10:04:00,自宅,自動車,岡谷市,諏訪市,TRUE,家族,0,,未着用,FALSE,2025-07-10 07:38:42
5041,T122633,2025-07-09,17:15:00,自宅,電車,岡谷市,諏訪市,TRUE,,0,鈴木 拓真,常に着用,FALSE,2025-07-10 07:38:42
5042,T124845,2025-07-01,14:26:00,大学,バス,茅野市,岡谷市,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
5043,T124845,2025-07-04,16:39:00,飲食店,徒歩,岡谷市,岡谷市,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
5044,T124845,2025-07-05,09:58:00,図書館,徒歩,下諏訪町,岡谷市,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
5045,T124845,2025-07-06,13:50:00,大学,自動車,茅野市,下諏訪町,TRUE,友人,0,松本 さゆり,時々着用,FALSE,2025-07-10 07:38:42
5046,T124845,2025-07-07,10:46:00,駅,徒歩,下諏訪町,富士見町,TRUE,同僚,1,,時々着用,FALSE,2025-07-10 07:38:42
5047,T124845,2025-07-08,12:06:00,飲食店,自動車,下諏訪町,富士見町,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
5048,T124845,2025-07-09,08:32:00,駅,電車,富士見町,富士見町,FALSE,家族,0,,未着用,FALSE,2025-07-10 07:38:42
5049,41828,2025-07-01,16:49:00,駅,電車,茅野市,茅野市,TRUE,,0,佐藤 春香,未着用,FALSE,2025-07-10 07:38:42
5050,41828,2025-07-02,17:24:00,駅,電車,富士見町,岡谷市,FALSE,,1,,未着用,FALSE,2025-07-10 07:38:42
5051,41828,2025-07-04,15:43:00,図書館,自動車,諏訪市,茅野市,FALSE,同僚,0,,未着用,FALSE,2025-07-10 07:38:42
5052,41828,2025-07-05,08:29:00,飲食店,バス,茅野市,茅野市,TRUE,友人,3,,未着用,FALSE,2025-07-10 07:38:42
5053,41828,2025-07-06,14:04:00,飲食店,バス,下諏訪町,茅野市,TRUE,,0,橋本 桃子,時々着用,FALSE,2025-07-10 07:38:42
5054,41828,2025-07-07,13:56:00,コンビニ,バス,下諏訪町,岡谷市,FALSE,家族,0,鈴木 結衣,未着用,FALSE,2025-07-10 07:38:42
5055,41828,2025-07-08,15:03:00,病院,自転車,富士見町,下諏訪町,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
5056,41828,2025-07-10,08:20:00,駅,自転車,諏訪市,富士見町,FALSE,家族,3,,時々着用,FALSE,2025-07-10 07:38:42
5057,T124451,2025-07-01,10:06:00,病院,自転車,下諏訪町,岡谷市,FALSE,同僚,0,渡辺 知実,時々着用,FALSE,2025-07-10 07:38:42
5058,T124451,2025-07-04,17:00:00,病院,徒歩,茅野市,岡谷市,TRUE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
5059,T124451,2025-07-05,08:15:00,飲食店,徒歩,富士見町,下諏訪町,TRUE,家族,3,,常に着用,FALSE,2025-07-10 07:38:42
5060,T124451,2025-07-06,13:28:00,図書館,電車,下諏訪町,諏訪市,TRUE,家族,0,佐藤 淳,時々着用,FALSE,2025-07-10 07:38:42
5061,T124451,2025-07-07,10:20:00,病院,自動車,茅野市,諏訪市,TRUE,友人,1,,未着用,FALSE,2025-07-10 07:38:42
5062,T124451,2025-07-09,11:15:00,大学,徒歩,下諏訪町,富士見町,FALSE,,1,鈴木 加奈,常に着用,FALSE,2025-07-10 07:38:42
5063,T124451,2025-07-10,08:56:00,飲食店,自動車,富士見町,下諏訪町,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
5064,93778,2025-07-01,14:32:00,病院,バス,諏訪市,富士見町,TRUE,友人,2,,常に着用,FALSE,2025-07-10 07:38:42
5065,93778,2025-07-02,12:56:00,大学,電車,諏訪市,諏訪市,TRUE,家族,3,,未着用,FALSE,2025-07-10 07:38:42
5066,93778,2025-07-03,12:47:00,大学,バス,富士見町,諏訪市,FALSE,同僚,1,,未着用,FALSE,2025-07-10 07:38:42
5067,93778,2025-07-04,12:57:00,病院,徒歩,岡谷市,岡谷市,TRUE,友人,2,三浦 浩,未着用,FALSE,2025-07-10 07:38:42
5068,93778,2025-07-06,15:04:00,コンビニ,自動車,富士見町,茅野市,FALSE,同僚,3,高橋 英樹,常に着用,FALSE,2025-07-10 07:38:42
5069,93778,2025-07-07,14:59:00,飲食店,自動車,富士見町,岡谷市,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
5070,93778,2025-07-08,14:55:00,自宅,電車,下諏訪町,諏訪市,TRUE,,3,,時々着用,FALSE,2025-07-10 07:38:42
5071,93778,2025-07-09,11:04:00,コンビニ,自転車,富士見町,岡谷市,FALSE,,0,山下 淳,未着用,FALSE,2025-07-10 07:38:42
5072,93778,2025-07-10,13:16:00,駅,バス,富士見町,岡谷市,FALSE,,0,渡辺 京助,常に着用,FALSE,2025-07-10 07:38:42
5073,T122458,2025-07-01,16:05:00,大学,電車,下諏訪町,岡谷市,TRUE,,0,坂本 幹,常に着用,FALSE,2025-07-10 07:38:42
5074,T122458,2025-07-03,15:35:00,病院,自動車,諏訪市,諏訪市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
5075,T122458,2025-07-04,09:55:00,大学,徒歩,岡谷市,下諏訪町,TRUE,,2,森 七夏,常に着用,FALSE,2025-07-10 07:38:42
5076,T122458,2025-07-05,10:17:00,駅,バス,下諏訪町,茅野市,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
5077,T122458,2025-07-07,17:41:00,駅,電車,茅野市,下諏訪町,FALSE,,2,,時々着用,FALSE,2025-07-10 07:38:42
5078,T122458,2025-07-09,08:11:00,飲食店,徒歩,諏訪市,富士見町,FALSE,,0,佐々木 篤司,常に着用,FALSE,2025-07-10 07:38:42
5079,T122458,2025-07-10,15:35:00,図書館,自転車,茅野市,富士見町,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
5080,T123511,2025-07-01,12:45:00,自宅,自転車,岡谷市,岡谷市,TRUE,,2,,未着用,FALSE,2025-07-10 07:38:42
5081,T123511,2025-07-03,08:41:00,図書館,バス,下諏訪町,下諏訪町,TRUE,友人,0,,時々着用,FALSE,2025-07-10 07:38:42
5082,T123511,2025-07-04,11:17:00,飲食店,バス,岡谷市,富士見町,TRUE,家族,2,,未着用,FALSE,2025-07-10 07:38:42
5083,T123511,2025-07-05,12:40:00,大学,徒歩,下諏訪町,岡谷市,FALSE,,3,,未着用,FALSE,2025-07-10 07:38:42
5084,T123511,2025-07-08,09:23:00,大学,自動車,富士見町,茅野市,TRUE,,3,渡辺 結衣,未着用,FALSE,2025-07-10 07:38:42
5085,T123511,2025-07-10,14:12:00,駅,自動車,下諏訪町,諏訪市,FALSE,同僚,0,,時々着用,FALSE,2025-07-10 07:38:42
